video_id,glosa,tiempo_inicio,tiempo_fin,duracion_seg_etiqueta,confianza,fuente,video_path,archivo_existe,fps,keypoints_validos,mano_dominante,blur_score,velocidad_media,herramienta
C0192_cfr,AYER,0.0,1.401,1.401,0.692,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\AYER\C0192_cfr.mp4,True,29.97,1.0,derecha,16.06,0.00919,label_studio
00081_cfr,AZUL+fs-BAYA,0.184,1.885,1.701,0.4,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\AZUL+fs-BAYA\00081_cfr.mp4,True,59.94,1.0,derecha,32.98,0.00584,label_studio
C0226_cfr,BAJO,0.0,1.301,1.301,0.778,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\BAJO\C0226_cfr.mp4,True,29.97,1.0,ambas_der,13.28,0.01835,label_studio
00082_cfr,BALONCESTO,0.0,1.368,1.368,0.633,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\BALONCESTO\00082_cfr.mp4,True,59.94,1.0,ambas_izq,29.12,0.01704,label_studio
00083_cfr,BALONCESTO,0.0,1.485,1.485,0.67,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\BALONCESTO\00083_cfr.mp4,True,59.94,1.0,ambas_izq,33.56,0.0165,label_studio
00084_cfr,BALONCESTO,0.0,1.485,1.485,0.567,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\BALONCESTO\00084_cfr.mp4,True,59.94,1.0,ambas_izq,32.21,0.01534,label_studio
00085_cfr,BALONCESTO,0.0,1.485,1.485,0.455,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\BALONCESTO\00085_cfr.mp4,True,59.94,1.0,ambas_der,31.22,0.01137,label_studio
C0358_cfr,BARATO,0.0,1.468,1.468,0.4,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\BARATO\C0358_cfr.mp4,True,29.97,1.0,derecha,17.7,0.0078,label_studio
C0359_cfr,BARATO,0.0,1.969,1.969,0.8,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\BARATO\C0359_cfr.mp4,True,29.97,1.0,derecha,18.12,0.00951,label_studio
C0360_cfr,BARATO,0.0,1.468,1.468,0.465,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\BARATO\C0360_cfr.mp4,True,29.97,1.0,derecha,18.22,0.0066,label_studio
C0361_cfr,BARATO+(1h)MÁS,0.0,1.969,1.969,0.776,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\BARATO+(1h)MÁS\C0361_cfr.mp4,True,29.97,1.0,ambas_der,17.63,0.01406,label_studio
C0362_cfr,BARATO+(1h)MÁS,0.0,1.468,1.468,0.674,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\BARATO+(1h)MÁS\C0362_cfr.mp4,True,29.97,1.0,derecha,16.91,0.00704,label_studio
C0363_cfr,BAYA,0.0,0.601,0.601,1.0,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\BAYA\C0363_cfr.mp4,True,29.97,1.0,derecha,20.14,0.01508,label_studio
C0365_cfr,BAYA,0.0,1.468,1.468,0.311,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\BAYA\C0365_cfr.mp4,True,29.97,1.0,derecha,18.82,0.00311,label_studio
C0366_cfr,BAYA,0.0,2.269,2.269,0.508,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\BAYA\C0366_cfr.mp4,True,29.97,1.0,derecha,19.71,0.0065,label_studio
C0180_cfr,BAÑO,0.0,1.735,1.735,0.327,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\BAÑO\C0180_cfr.mp4,True,29.97,1.0,derecha,17.0,0.00633,label_studio
00095_cfr,BIBLIOTECA,0.017,1.485,1.468,0.588,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\BIBLIOTECA\00095_cfr.mp4,True,59.94,1.0,derecha,30.01,0.00814,label_studio
00096_cfr,BIBLIOTECA,0.0,1.485,1.485,0.36,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\BIBLIOTECA\00096_cfr.mp4,True,59.94,1.0,derecha,29.01,0.00608,label_studio
00098_cfr,BIEN,0.0,1.451,1.451,0.458,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\BIEN\00098_cfr.mp4,True,59.94,1.0,derecha,30.72,0.00761,label_studio
00100_cfr,BIEN,0.0,0.984,0.984,0.404,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\BIEN\00100_cfr.mp4,True,59.94,1.0,ambas_izq,27.48,0.00653,label_studio
00101_cfr,BLANCO,0.0,0.984,0.984,0.368,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\BLANCO\00101_cfr.mp4,True,59.94,1.0,derecha,30.35,0.00433,label_studio
00105_1_cfr,BOMBA,0.0,1.485,1.485,0.573,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\BOMBA\00105_1_cfr.mp4,True,59.94,1.0,ambas_der,19.44,0.01122,label_studio
00106_cfr,BOMBA,0.534,2.202,1.668,0.763,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\BOMBA\00106_cfr.mp4,True,59.94,1.0,ambas_izq,19.38,0.01597,label_studio
00107_cfr,BOMBA,0.017,1.301,1.284,0.5,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\BOMBA\00107_cfr.mp4,True,59.94,1.0,derecha,21.89,0.00983,label_studio
00108_cfr,BORRAR,0.0,1.985,1.985,0.417,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\BORRAR\00108_cfr.mp4,True,59.94,1.0,ambas_der,25.04,0.00799,label_studio
00109_cfr,BORRAR,0.2,1.485,1.285,0.486,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\BORRAR\00109_cfr.mp4,True,59.94,0.937,derecha,21.56,0.01038,label_studio
00110_cfr,BORRAR,0.083,1.902,1.819,0.559,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\BORRAR\00110_cfr.mp4,True,59.94,1.0,ambas_izq,22.83,0.01244,label_studio
00111_cfr,BORRAR,0.3,1.468,1.168,0.444,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\BORRAR\00111_cfr.mp4,True,59.94,1.0,ambas_izq,22.33,0.00866,label_studio
00112_cfr,BOTE,0.4,0.801,0.401,0.941,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\BOTE\00112_cfr.mp4,True,59.94,0.962,ambas_der,25.22,0.01862,label_studio
00113_cfr,BOTE,0.0,2.286,2.286,0.78,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\BOTE\00113_cfr.mp4,True,59.94,1.0,ambas_izq,19.53,0.0139,label_studio
00114_cfr,BOTE,0.033,1.602,1.569,0.655,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\BOTE\00114_cfr.mp4,True,59.94,1.0,ambas_der,21.33,0.01304,label_studio
00115_cfr,BOTE,0.701,2.786,2.085,0.492,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\BOTE\00115_cfr.mp4,True,59.94,1.0,ambas_izq,20.3,0.0086,label_studio
C0370_cfr,BRILLO,0.0,1.468,1.468,0.644,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\BRILLO\C0370_cfr.mp4,True,29.97,1.0,derecha,19.66,0.01551,label_studio
C0269_cfr,BRONCEARSE,0.0,2.469,2.469,0.753,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\BRONCEARSE\C0269_cfr.mp4,True,29.97,1.0,derecha,11.53,0.03228,label_studio
C0181_cfr,BURLA_2,0.834,1.435,0.601,1.0,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\BURLA_2\C0181_cfr.mp4,True,29.97,1.0,derecha,17.12,0.01389,label_studio
C0367_cfr,BÉISBOL,0.0,1.468,1.468,0.689,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\BÉISBOL\C0367_cfr.mp4,True,29.97,1.0,ambas_der,19.32,0.01661,label_studio
C0368_cfr,BÉISBOL,0.0,1.468,1.468,0.864,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\BÉISBOL\C0368_cfr.mp4,True,29.97,1.0,ambas_izq,19.64,0.01962,label_studio
C0369_cfr,BÉISBOL,0.0,1.468,1.468,0.733,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\BÉISBOL\C0369_cfr.mp4,True,29.97,1.0,izquierda,19.81,0.01407,label_studio
00119_cfr,CABALLO,0.0,1.919,1.919,0.691,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CABALLO\00119_cfr.mp4,True,59.94,1.0,ambas_izq,23.69,0.01408,label_studio
00120_cfr,CABALLO,0.184,1.885,1.701,0.684,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CABALLO\00120_cfr.mp4,True,59.94,1.0,ambas_izq,21.25,0.01307,label_studio
00121_cfr,CADA,0.017,1.418,1.401,0.545,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CADA\00121_cfr.mp4,True,59.94,1.0,ambas_der,24.73,0.01183,label_studio
00122_cfr,CADA,0.0,1.485,1.485,0.33,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CADA\00122_cfr.mp4,True,59.94,1.0,ambas_izq,23.16,0.00702,label_studio
C0182_cfr,CADA DÍA,0.0,1.702,1.702,0.702,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CADA DÍA\C0182_cfr.mp4,True,29.97,1.0,derecha,15.03,0.0139,label_studio
00123_cfr,CADA UNO+UNO,0.0,1.985,1.985,0.35,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CADA UNO+UNO\00123_cfr.mp4,True,59.94,0.908,ambas_der,23.69,0.00979,label_studio
00124_cfr,CADA UNO+UNO,0.0,1.718,1.718,0.561,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CADA UNO+UNO\00124_cfr.mp4,True,59.94,0.883,ambas_der,23.51,0.01064,label_studio
00125_cfr,CADA UNO+UNO,0.0,1.385,1.385,0.571,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CADA UNO+UNO\00125_cfr.mp4,True,59.94,0.952,derecha,23.5,0.01062,label_studio
00126_cfr,CADA UNO+UNO-pl-arco,0.017,1.735,1.718,0.552,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CADA UNO+UNO-pl-arco\00126_cfr.mp4,True,59.94,1.0,derecha,23.08,0.01111,label_studio
00127_cfr,CAFETERÍA,0.217,1.985,1.768,0.301,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CAFETERÍA\00127_cfr.mp4,True,59.94,1.0,ambas_der,23.02,0.00765,label_studio
00128_cfr,CAFETERÍA,0.0,1.768,1.768,0.441,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CAFETERÍA\00128_cfr.mp4,True,59.94,1.0,derecha,17.4,0.01239,label_studio
C0374_cfr,CALIDAD,0.234,1.435,1.201,0.655,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CALIDAD\C0374_cfr.mp4,True,29.97,1.0,ambas_izq,18.34,0.01342,label_studio
C0375_cfr,CALIDAD,0.0,1.468,1.468,0.535,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CALIDAD\C0375_cfr.mp4,True,29.97,1.0,izquierda,18.28,0.01303,label_studio
00129_cfr,CALIENTE,0.083,0.984,0.901,0.56,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CALIENTE\00129_cfr.mp4,True,59.94,1.0,derecha,23.97,0.00843,label_studio
00130_cfr,CALIENTE,0.0,1.401,1.401,0.79,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CALIENTE\00130_cfr.mp4,True,59.94,1.0,derecha,22.75,0.01032,label_studio
00131_cfr,CALIENTE,0.284,1.485,1.201,0.574,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CALIENTE\00131_cfr.mp4,True,59.94,1.0,derecha,16.57,0.01351,label_studio
C0376_cfr,CALLE ANCHA,0.0,1.969,1.969,0.5,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CALLE ANCHA\C0376_cfr.mp4,True,29.97,1.0,ambas_der,18.41,0.0149,label_studio
C0377_cfr,CALLE ANCHA,0.0,1.969,1.969,0.667,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CALLE ANCHA\C0377_cfr.mp4,True,29.97,1.0,ambas_der,20.13,0.01152,label_studio
C0378_cfr,CALLE ANCHA,0.0,1.468,1.468,0.86,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CALLE ANCHA\C0378_cfr.mp4,True,29.97,1.0,ambas_izq,17.56,0.01726,label_studio
C0376_cfr,CALLE ESTRECHA,0.0,1.969,1.969,0.517,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CALLE ESTRECHA\C0376_cfr.mp4,True,29.97,1.0,ambas_der,18.41,0.0149,label_studio
C0377_cfr,CALLE ESTRECHA,0.0,1.969,1.969,0.7,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CALLE ESTRECHA\C0377_cfr.mp4,True,29.97,1.0,ambas_der,20.13,0.01152,label_studio
C0378_cfr,CALLE ESTRECHA,0.0,1.468,1.468,0.86,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CALLE ESTRECHA\C0378_cfr.mp4,True,29.97,1.0,ambas_izq,17.56,0.01726,label_studio
C0379_cfr,CALVO,0.0,1.969,1.969,0.525,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CALVO\C0379_cfr.mp4,True,29.97,1.0,ambas_der,19.51,0.02331,label_studio
C0380_cfr,CALVO,0.0,1.468,1.468,0.341,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CALVO\C0380_cfr.mp4,True,29.97,1.0,derecha,19.29,0.00508,label_studio
C0381_cfr,CALVO,0.0,1.468,1.468,0.511,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CALVO\C0381_cfr.mp4,True,29.97,1.0,ambas_izq,17.87,0.01383,label_studio
C0382_cfr,CAMA,0.0,1.468,1.468,0.409,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CAMA\C0382_cfr.mp4,True,29.97,1.0,ambas_der,18.69,0.01517,label_studio
C0383_cfr,CAMINO,0.0,1.468,1.468,0.818,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CAMINO\C0383_cfr.mp4,True,29.97,1.0,ambas_der,17.19,0.01578,label_studio
C0384_cfr,CANSADO,0.1,1.468,1.368,0.514,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CANSADO\C0384_cfr.mp4,True,29.97,1.0,ambas_izq,19.23,0.00717,label_studio
C0385_cfr,CANSADO,0.0,1.068,1.068,0.724,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CANSADO\C0385_cfr.mp4,True,29.97,1.0,ambas_izq,18.63,0.00975,label_studio
C0386_cfr,CANSADO,0.0,1.368,1.368,0.526,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CANSADO\C0386_cfr.mp4,True,29.97,1.0,ambas_izq,20.04,0.01142,label_studio
00132_cfr,CAPÍTULO,0.0,1.485,1.485,0.517,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CAPÍTULO\00132_cfr.mp4,True,59.94,0.922,ambas_der,24.67,0.01311,label_studio
00133_cfr,CARA+MISMO,0.0,1.485,1.485,0.371,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CARA+MISMO\00133_cfr.mp4,True,59.94,1.0,ambas_der,21.29,0.00952,label_studio
00134_cfr,CARA+MISMO,0.017,1.635,1.618,0.622,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CARA+MISMO\00134_cfr.mp4,True,59.94,1.0,derecha,21.07,0.00929,label_studio
C0387_cfr,CARIÑO,0.0,0.734,0.734,0.8,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CARIÑO\C0387_cfr.mp4,True,29.97,1.0,ambas_izq,15.64,0.02686,label_studio
C0388_cfr,CARIÑO,0.0,1.969,1.969,0.702,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CARIÑO\C0388_cfr.mp4,True,29.97,1.0,ambas_izq,16.34,0.01412,label_studio
C0389_cfr,CARIÑO,0.0,1.468,1.468,0.378,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CARIÑO\C0389_cfr.mp4,True,29.97,1.0,derecha,15.83,0.00591,label_studio
00135_cfr,CARNE,0.0,1.401,1.401,0.537,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CARNE\00135_cfr.mp4,True,59.94,1.0,derecha,24.92,0.00822,label_studio
00136_cfr,CARNE,0.133,1.018,0.885,0.783,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CARNE\00136_cfr.mp4,True,59.94,1.0,derecha,23.92,0.01502,label_studio
00137_cfr,CARO,0.083,1.485,1.402,0.407,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CARO\00137_cfr.mp4,True,59.94,1.0,derecha,25.65,0.00717,label_studio
00138_cfr,CARO,0.0,1.485,1.485,0.489,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CARO\00138_cfr.mp4,True,59.94,1.0,derecha,22.42,0.00821,label_studio
00139_cfr,CARO,0.0,0.534,0.534,0.63,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CARO\00139_cfr.mp4,True,59.94,1.0,derecha,28.75,0.01379,label_studio
00141_cfr,CASA,0.0,1.451,1.451,0.756,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CASA\00141_cfr.mp4,True,59.94,0.943,ambas_izq,25.68,0.01745,label_studio
00142_cfr,CASA,0.0,0.984,0.984,0.367,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CASA\00142_cfr.mp4,True,59.94,1.0,ambas_izq,22.13,0.00857,label_studio
20250402105058_cfr,CASI,0.234,1.585,1.351,0.568,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CASI\20250402105058_cfr.mp4,True,59.94,1.0,derecha,13.28,0.00816,label_studio
00143_cfr,CAUSA,0.0,0.334,0.334,0.471,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CAUSA\00143_cfr.mp4,True,59.94,1.0,ambas_izq,20.36,0.00947,label_studio
00144_cfr,CAUSA,0.0,1.485,1.485,0.382,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CAUSA\00144_cfr.mp4,True,59.94,1.0,ambas_der,27.0,0.00893,label_studio
00146_cfr,CENTRO,0.0,1.485,1.485,0.573,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CENTRO\00146_cfr.mp4,True,59.94,1.0,izquierda,22.79,0.01265,label_studio
C0186_cfr,CERCA,0.0,1.468,1.468,0.436,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CERCA\C0186_cfr.mp4,True,29.97,1.0,izquierda,15.04,0.00953,label_studio
C0392_cfr,CERDO,0.0,0.634,0.634,1.0,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CERDO\C0392_cfr.mp4,True,29.97,1.0,derecha,15.78,0.01642,label_studio
C0393_cfr,CERDO,0.0,0.968,0.968,0.321,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CERDO\C0393_cfr.mp4,True,29.97,1.0,derecha,19.44,0.00526,label_studio
00148_cfr,CEREAL SECO,0.0,1.885,1.885,0.426,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CEREAL SECO\00148_cfr.mp4,True,59.94,1.0,derecha,27.08,0.01009,label_studio
00152_cfr,CHICA,0.25,1.835,1.585,0.364,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CHICA\00152_cfr.mp4,True,59.94,1.0,derecha,25.74,0.00736,label_studio
00153_cfr,CHICA+AMIGA,0.1,1.401,1.301,0.31,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CHICA+AMIGA\00153_cfr.mp4,True,59.94,1.0,derecha,25.43,0.00623,label_studio
00154_cfr,CHICA+AMIGA,0.0,1.985,1.985,0.347,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CHICA+AMIGA\00154_cfr.mp4,True,59.94,0.941,ambas_der,22.98,0.00773,label_studio
C0394_cfr,CHICO,0.133,2.469,2.336,0.515,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CHICO\C0394_cfr.mp4,True,29.97,1.0,derecha,18.6,0.00925,label_studio
00155_cfr,CHOCAR,0.0,1.451,1.451,0.321,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CHOCAR\00155_cfr.mp4,True,59.94,1.0,ambas_izq,21.56,0.00699,label_studio
00156_cfr,CHOCAR,0.033,1.485,1.452,0.476,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CHOCAR\00156_cfr.mp4,True,59.94,1.0,ambas_izq,20.42,0.01105,label_studio
00157_cfr,CHOCAR,0.0,0.984,0.984,0.55,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CHOCAR\00157_cfr.mp4,True,59.94,1.0,ambas_izq,20.41,0.00965,label_studio
00158_cfr,CHOCOLATE,0.0,0.901,0.901,0.5,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CHOCOLATE\00158_cfr.mp4,True,59.94,1.0,ambas_izq,17.32,0.00611,label_studio
C0395_cfr,CIENTO,0.0,1.468,1.468,0.465,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CIENTO\C0395_cfr.mp4,True,29.97,1.0,derecha,17.36,0.00966,label_studio
C0396_cfr,CIENTO,0.167,2.469,2.302,0.419,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CIENTO\C0396_cfr.mp4,True,29.97,1.0,derecha,18.91,0.00874,label_studio
00160_cfr,CINCO,0.0,0.45,0.45,0.81,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CINCO\00160_cfr.mp4,True,59.94,1.0,derecha,25.35,0.01167,label_studio
00161_cfr,CINCO,0.0,0.534,0.534,0.333,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CINCO\00161_cfr.mp4,True,59.94,1.0,derecha,22.0,0.00259,label_studio
00162_cfr,CINCO+SEIS_2,0.0,1.335,1.335,0.56,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CINCO+SEIS_2\00162_cfr.mp4,True,59.94,1.0,derecha,23.35,0.00574,label_studio
00163_cfr,CITA,0.0,1.485,1.485,0.547,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CITA\00163_cfr.mp4,True,59.94,1.0,derecha,21.82,0.00886,label_studio
00164_cfr,CITA,0.0,0.334,0.334,1.0,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CITA\00164_cfr.mp4,True,59.94,1.0,ambas_izq,18.21,0.01453,label_studio
00165_cfr,CLASE,0.0,1.485,1.485,0.405,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CLASE\00165_cfr.mp4,True,59.94,1.0,ambas_der,21.46,0.00713,label_studio
00166_cfr,CLASE,0.0,0.551,0.551,0.536,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CLASE\00166_cfr.mp4,True,59.94,1.0,izquierda,16.19,0.00941,label_studio
C0206_cfr,CLIMA,0.0,1.935,1.935,0.382,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CLIMA\C0206_cfr.mp4,True,29.97,1.0,derecha,18.87,0.00707,label_studio
C0189_cfr,COGER,0.0,1.502,1.502,0.452,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\COGER\C0189_cfr.mp4,True,29.97,1.0,derecha,13.95,0.00847,label_studio
00167_cfr,COLEGA,0.0,1.485,1.485,0.5,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\COLEGA\00167_cfr.mp4,True,59.94,1.0,ambas_izq,19.8,0.00959,label_studio
00168_cfr,COLEGA,0.117,1.485,1.368,0.62,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\COLEGA\00168_cfr.mp4,True,59.94,1.0,ambas_izq,16.98,0.01068,label_studio
00169_cfr,COMER+MAÑANA,0.0,1.485,1.485,0.591,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\COMER+MAÑANA\00169_cfr.mp4,True,59.94,1.0,ambas_der,23.05,0.01581,label_studio
00170_cfr,COMER+NOCHE,0.1,1.485,1.385,0.5,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\COMER+NOCHE\00170_cfr.mp4,True,59.94,1.0,ambas_der,20.64,0.01152,label_studio
C0397_cfr,COMPAÑERO DE CUARTO,0.0,2.469,2.469,0.699,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\COMPAÑERO DE CUARTO\C0397_cfr.mp4,True,29.97,1.0,ambas_izq,16.72,0.01442,label_studio
C0398_cfr,COMPAÑERO DE CUARTO,0.0,1.702,1.702,0.826,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\COMPAÑERO DE CUARTO\C0398_cfr.mp4,True,29.97,1.0,ambas_der,15.36,0.01332,label_studio
00171_cfr,COMPETENCIA,0.0,1.335,1.335,0.697,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\COMPETENCIA\00171_cfr.mp4,True,59.94,1.0,ambas_izq,19.29,0.01054,label_studio
00172_cfr,COMPETENCIA,0.0,1.485,1.485,0.686,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\COMPETENCIA\00172_cfr.mp4,True,59.94,1.0,derecha,18.34,0.01114,label_studio
00173_cfr,COMPRAR,0.0,1.485,1.485,0.736,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\COMPRAR\00173_cfr.mp4,True,59.94,1.0,derecha,22.14,0.01173,label_studio
00174_cfr,COMPRAR,0.0,1.385,1.385,0.463,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\COMPRAR\00174_cfr.mp4,True,59.94,1.0,derecha,20.06,0.00948,label_studio
00176_cfr,COMPUTADORA,0.184,2.486,2.302,0.435,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\COMPUTADORA\00176_cfr.mp4,True,59.94,1.0,ambas_der,26.16,0.01163,label_studio
00179_cfr,CON POCA FRECUENCIA,0.25,0.651,0.401,1.0,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CON POCA FRECUENCIA\00179_cfr.mp4,True,59.94,1.0,derecha,29.28,0.01099,label_studio
00181_cfr,CONFRONTAR,0.0,1.485,1.485,0.489,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CONFRONTAR\00181_cfr.mp4,True,59.94,1.0,ambas_izq,19.68,0.00897,label_studio
00183_cfr,CONOCIMIENTO AMPLIAMENTE,0.0,2.369,2.369,0.428,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CONOCIMIENTO AMPLIAMENTE\00183_cfr.mp4,True,59.94,1.0,derecha,27.08,0.01102,label_studio
00185_cfr,CONTINUAR,0.0,0.35,0.35,1.0,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CONTINUAR\00185_cfr.mp4,True,59.94,1.0,ambas_der,22.04,0.01715,label_studio
00186_cfr,CONTINUAR,0.0,1.485,1.485,0.364,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CONTINUAR\00186_cfr.mp4,True,59.94,1.0,ambas_der,30.05,0.00828,label_studio
00187_cfr,CONTROLAR,0.0,0.951,0.951,0.537,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CONTROLAR\00187_cfr.mp4,True,59.94,1.0,ambas_der,23.68,0.00821,label_studio
